shipment_id,origin,destination,rain_mm,wind_speed,traffic_index,distance_km,priority,historical_delay,target_risk
S-1405,Singapore,Dubai,98,3,42,7534,High,4.2,75
S-1406,Sydney,Toronto,80,9,63,7957,High,0.4,71
S-1407,Toronto,Shanghai,47,20,32,2185,Low,1.8,39
S-1408,Mumbai,Dubai,109,1,31,1253,Critical,2.9,80
S-1409,Shanghai,Los Angeles,119,4,70,11243,Critical,1.8,88
S-1410,Frankfurt,Rotterdam,34,9,73,6608,Low,4.0,62
S-1411,Mumbai,Los Angeles,28,66,5,7068,Low,7.0,66
S-1412,Singapore,Rotterdam,41,11,70,7983,Low,3.0,51
S-1413,Toronto,Singapore,94,79,31,8100,High,4.7,92
S-1414,Los Angeles,Toronto,97,31,19,604,Critical,0.2,62
S-1415,Rotterdam,Sydney,107,1,42,523,Critical,6.8,94
S-1416,Singapore,Dubai,26,67,30,7378,Critical,7.7,81
S-1417,Sydney,Singapore,11,5,29,9015,Critical,5.6,60
S-1418,New York,Dubai,74,12,64,2687,Critical,0.6,67
S-1419,Mumbai,New York,84,16,30,5278,High,6.8,89
S-1420,Frankfurt,Rotterdam,40,57,34,4327,Low,7.5,64
S-1421,Toronto,Dubai,19,13,21,7865,Critical,2.5,45
S-1422,Chicago,Rotterdam,98,26,57,5551,Critical,2.1,76
S-1423,Dubai,Los Angeles,103,38,90,11917,Low,1.7,88
S-1424,Rotterdam,Shanghai,11,31,45,6992,Low,5.4,49
S-1425,Shanghai,Mumbai,51,57,71,9513,Medium,0.8,59
S-1426,Shanghai,Dubai,1,7,99,4141,Medium,1.6,43
S-1427,Rotterdam,Sydney,80,10,74,10102,High,7.3,91
S-1428,Mumbai,Shanghai,25,56,16,2006,High,1.0,42
S-1429,Mumbai,Los Angeles,118,73,55,6971,Critical,0.2,94
S-1430,Frankfurt,Shanghai,45,27,23,5005,High,3.6,53
S-1431,Mumbai,Tokyo,79,78,31,11105,High,4.0,95
S-1432,Chicago,New York,7,11,35,6775,Medium,3.4,44
S-1433,Chicago,Los Angeles,80,69,2,6766,High,3.8,79
S-1434,New York,Rotterdam,116,72,64,5769,Critical,2.2,92
S-1435,Rotterdam,Tokyo,28,3,99,5102,Low,6.5,67
S-1436,Chicago,Rotterdam,98,74,29,3115,Low,2.0,61
S-1437,Singapore,Toronto,104,7,97,4094,Critical,2.8,98
S-1438,Shanghai,Los Angeles,30,75,40,11929,High,7.3,82
S-1439,Sydney,Rotterdam,72,72,18,9725,Medium,6.7,90
S-1440,New York,Toronto,39,22,62,1121,Low,0.4,39
S-1441,Los Angeles,Mumbai,67,61,0,5935,Medium,6.5,70
S-1442,Sydney,Shanghai,117,41,7,859,Medium,4.7,79
S-1443,Shanghai,Dubai,108,67,46,1688,High,5.6,98
S-1444,Frankfurt,Tokyo,12,43,38,5785,Medium,7.8,70
S-1445,Frankfurt,Sydney,62,40,22,9707,High,1.8,65
S-1446,Shanghai,New York,39,37,16,3411,Low,7.6,61
S-1447,Frankfurt,Tokyo,4,23,77,5713,Medium,5.1,53
S-1448,New York,Shanghai,42,9,30,6182,High,1.3,54
S-1449,Dubai,Sydney,81,42,57,686,High,1.7,72
S-1450,Dubai,Frankfurt,32,13,92,520,Low,3.1,55
S-1451,Frankfurt,Shanghai,113,52,63,6704,High,4.4,92
S-1452,New York,Tokyo,83,28,20,7893,Low,6.4,64
S-1453,Singapore,Mumbai,40,33,13,1715,High,1.4,42
S-1454,Shanghai,Dubai,70,11,43,10232,Critical,5.6,85
S-1455,Tokyo,Shanghai,77,55,20,1377,Low,2.6,49
S-1456,Frankfurt,Toronto,92,69,33,11323,High,2.4,78
S-1457,Mumbai,New York,73,70,62,3016,Low,2.9,68
S-1458,Dubai,Rotterdam,105,80,76,8369,Medium,0.8,82
S-1459,Shanghai,Sydney,37,10,60,2392,High,6.3,69
S-1460,New York,Sydney,33,11,82,9414,Critical,1.5,75
S-1461,Frankfurt,Rotterdam,23,57,5,4813,Critical,3.7,55
S-1462,Singapore,Tokyo,7,19,96,11910,Low,0.7,45
S-1463,Chicago,Frankfurt,96,75,29,9570,Low,6.7,96
S-1464,Chicago,Frankfurt,68,60,73,4360,Critical,2.4,83
S-1465,Sydney,Mumbai,64,73,66,9863,Medium,1.0,77
S-1466,New York,Shanghai,21,27,24,2567,Low,3.4,39
S-1467,Frankfurt,Los Angeles,105,80,18,10249,High,2.6,90
S-1468,Dubai,Shanghai,49,71,50,9544,High,6.9,93
S-1469,New York,Mumbai,100,79,75,9061,Critical,0.9,92
S-1470,Shanghai,Tokyo,75,74,97,2141,Low,4.5,78
S-1471,Singapore,Toronto,112,44,52,4827,Critical,5.2,100
S-1472,Toronto,New York,4,22,35,7102,Medium,4.9,52
S-1473,Sydney,Frankfurt,4,50,42,11813,Medium,0.4,43
S-1474,Singapore,Frankfurt,2,43,38,5594,High,6.7,71
S-1475,Sydney,Tokyo,12,29,17,5423,Critical,6.2,61
S-1476,Singapore,New York,77,11,24,7737,Medium,7.3,75
S-1477,Sydney,New York,97,66,47,1420,Medium,0.5,69
S-1478,Chicago,Frankfurt,17,67,72,974,Medium,1.5,57
S-1479,Los Angeles,Mumbai,31,4,58,1328,High,5.6,59
S-1480,Rotterdam,Chicago,64,50,81,2529,Low,1.9,62
S-1481,Toronto,New York,22,60,75,9533,High,2.8,78
S-1482,Singapore,Dubai,36,3,49,1313,Medium,6.8,65
S-1483,Los Angeles,Singapore,82,28,86,3887,High,5.2,91
S-1484,Mumbai,Sydney,1,60,16,11106,Medium,4.8,47
S-1485,Los Angeles,Rotterdam,77,39,91,11030,High,3.4,91
S-1486,Rotterdam,Chicago,32,27,59,5450,Critical,4.7,67
S-1487,Chicago,Sydney,107,47,71,11106,High,2.4,87
S-1488,New York,Dubai,43,35,81,5827,High,2.1,72
S-1489,Tokyo,Singapore,24,19,66,4437,Low,6.4,65
S-1490,Toronto,Frankfurt,84,40,87,2792,Low,5.2,78
S-1491,Singapore,New York,51,49,94,1078,Medium,2.7,72
S-1492,Los Angeles,Sydney,68,60,85,6373,High,6.8,100
S-1493,Tokyo,Chicago,23,37,12,8213,Medium,5.9,61
S-1494,Chicago,Shanghai,87,42,83,1963,Medium,2.8,80
S-1495,Singapore,New York,100,42,47,4769,High,3.7,77
S-1496,New York,Mumbai,110,74,74,10668,Low,3.8,91
S-1497,Chicago,Dubai,111,48,67,5388,Critical,0.4,92
S-1498,Shanghai,Los Angeles,25,43,52,9829,Critical,1.1,69
S-1499,Sydney,Shanghai,99,10,62,5949,Medium,2.5,64
S-1500,Mumbai,Chicago,35,26,97,3262,Medium,3.9,71
S-1501,Dubai,Los Angeles,78,55,81,7535,Critical,3.4,95
S-1502,Frankfurt,Mumbai,4,68,25,6612,Low,7.1,64
S-1503,Chicago,Los Angeles,2,0,80,4576,Medium,5.5,53
S-1504,Singapore,Shanghai,13,49,64,10144,High,1.3,65
S-1505,Mumbai,Rotterdam,37,58,93,9024,High,3.5,85
S-1506,Shanghai,Frankfurt,115,62,45,3587,Medium,7.6,100
S-1507,Frankfurt,Mumbai,29,28,93,2649,Medium,5.9,73
S-1508,Chicago,Shanghai,15,46,91,11158,Low,3.0,65
S-1509,Singapore,Toronto,79,6,76,1285,Low,5.2,61
S-1510,Mumbai,Shanghai,53,56,48,2524,High,3.8,65
S-1511,Los Angeles,Sydney,80,1,38,7395,Low,5.3,62
S-1512,Toronto,Tokyo,89,17,53,2218,Low,2.3,62
S-1513,Dubai,Chicago,25,77,25,4808,Medium,2.9,52
S-1514,Singapore,Shanghai,5,70,63,3902,Critical,2.6,58
S-1515,Mumbai,Sydney,11,14,73,11461,Critical,1.2,54
S-1516,Chicago,Dubai,92,12,32,11056,Medium,3.7,68
S-1517,Singapore,Chicago,6,12,22,1146,High,2.9,39
S-1518,Rotterdam,New York,94,14,12,1251,Low,6.8,68
S-1519,Tokyo,Shanghai,42,45,56,10687,High,7.0,82
S-1520,Rotterdam,Frankfurt,23,14,51,7057,Critical,2.2,57
S-1521,Sydney,New York,102,53,83,3232,Low,1.1,76
S-1522,Mumbai,Los Angeles,13,53,75,8408,Critical,1.5,66
S-1523,Rotterdam,Tokyo,3,16,61,8497,Low,7.1,59
S-1524,Mumbai,Shanghai,33,40,1,11607,Medium,7.8,71
S-1525,Rotterdam,Toronto,66,79,12,7591,Medium,3.9,72
S-1526,Tokyo,Sydney,49,19,71,10541,Low,0.1,57
S-1527,Shanghai,Toronto,108,60,63,3209,Low,6.0,88
S-1528,Los Angeles,Frankfurt,35,6,64,4148,Critical,3.2,60
S-1529,Dubai,Chicago,56,73,57,1942,Critical,3.6,75
S-1530,New York,Sydney,2,13,51,7255,Low,4.5,37
S-1531,Dubai,Tokyo,79,38,65,9713,Medium,5.2,86
S-1532,Rotterdam,Frankfurt,105,6,28,7945,High,4.5,81
S-1533,Toronto,New York,91,46,91,7914,Low,0.8,76
S-1534,Los Angeles,Mumbai,43,45,81,5283,High,5.6,76
S-1535,Shanghai,Chicago,17,52,13,4666,Medium,1.5,44
S-1536,Frankfurt,Los Angeles,58,24,91,6036,Low,6.1,71
S-1537,Tokyo,Sydney,75,15,98,7881,Critical,5.3,100
S-1538,Shanghai,Chicago,0,67,94,1295,Critical,6.7,84
S-1539,Chicago,Shanghai,88,74,22,2603,Low,3.1,66
S-1540,Toronto,Rotterdam,64,49,53,10477,Medium,2.2,67
S-1541,Singapore,Chicago,103,17,17,7262,High,6.7,87
S-1542,Rotterdam,Toronto,80,27,25,3935,High,5.5,82
S-1543,Tokyo,Shanghai,90,22,64,9388,High,5.7,98
S-1544,Rotterdam,Toronto,61,74,73,11430,Critical,5.4,100
S-1545,Chicago,Singapore,112,54,1,9064,Low,0.2,52
S-1546,Mumbai,Sydney,7,25,34,3136,High,5.5,49
S-1547,Mumbai,Rotterdam,26,69,4,6376,Critical,0.8,58
S-1548,Tokyo,Chicago,110,28,95,11102,Critical,1.9,100
S-1549,Sydney,Singapore,88,6,48,6849,Critical,7.7,100
S-1550,Rotterdam,Toronto,6,1,95,4617,Medium,5.0,63
S-1551,New York,Los Angeles,116,47,96,10140,Medium,6.2,100
S-1552,Singapore,Chicago,22,9,23,3347,Low,3.0,31
S-1553,Singapore,Toronto,33,16,20,10068,High,0.0,42
S-1554,Sydney,Shanghai,5,19,41,10279,Low,6.2,56
S-1555,Toronto,Sydney,38,62,73,9513,High,0.6,71
S-1556,Rotterdam,Toronto,28,23,66,1617,Medium,3.3,53
S-1557,Frankfurt,Dubai,44,28,27,11368,High,2.6,58
S-1558,Los Angeles,Tokyo,67,60,71,11138,Low,0.9,65
S-1559,New York,Los Angeles,115,78,79,4494,Low,5.5,97
S-1560,Frankfurt,Dubai,49,32,69,5133,Low,7.3,81
S-1561,Rotterdam,Toronto,102,65,57,8475,Low,2.4,81
S-1562,Los Angeles,Frankfurt,65,10,12,3242,Low,5.0,46
S-1563,Tokyo,Sydney,99,27,87,7450,Low,1.6,79
S-1564,Sydney,Frankfurt,82,9,95,11740,Medium,0.2,74
S-1565,Rotterdam,Mumbai,11,9,6,3416,High,4.5,44
S-1566,Los Angeles,Rotterdam,52,49,57,10825,Critical,3.5,77
S-1567,Frankfurt,Sydney,15,68,0,11009,Low,6.0,58
S-1568,Mumbai,Shanghai,45,64,13,5248,High,4.9,65
S-1569,New York,Frankfurt,50,3,60,3061,Medium,1.1,45
S-1570,Chicago,Singapore,81,18,38,11596,High,7.7,86
S-1571,Chicago,Toronto,18,15,5,582,Critical,4.3,41
S-1572,Singapore,Los Angeles,95,44,27,7260,Medium,1.3,60
S-1573,Toronto,Singapore,24,14,23,11493,Low,6.8,64
S-1574,Chicago,New York,82,70,9,5262,Low,2.0,53
S-1575,Sydney,Toronto,62,42,45,2600,Medium,0.8,54
S-1576,Dubai,Singapore,40,62,57,5879,High,5.5,75
S-1577,Toronto,Tokyo,46,40,54,3262,Low,2.5,56
S-1578,Los Angeles,Sydney,55,35,46,2700,High,7.0,79
S-1579,New York,Rotterdam,99,39,62,9538,Low,1.4,73
S-1580,Dubai,Rotterdam,109,17,68,3718,High,5.9,97
S-1581,Dubai,Shanghai,114,2,64,10848,Low,6.5,92
S-1582,Frankfurt,Tokyo,27,4,70,4769,Critical,5.2,66
S-1583,Rotterdam,New York,28,75,93,5267,Medium,3.7,75
S-1584,Dubai,New York,46,64,1,11357,Medium,6.8,78
S-1585,Toronto,Sydney,21,65,17,7810,Medium,1.4,46
S-1586,Tokyo,Shanghai,94,61,45,1162,Medium,6.1,81
S-1587,Dubai,Rotterdam,47,29,5,11454,Medium,4.1,62
S-1588,Rotterdam,New York,60,58,5,1153,High,0.8,50
S-1589,Tokyo,Singapore,106,33,74,9418,Medium,3.0,85
S-1590,Rotterdam,Tokyo,83,9,66,4621,Critical,7.8,95
S-1591,Chicago,Frankfurt,45,44,62,8398,Low,4.0,60
S-1592,New York,Shanghai,29,9,65,11042,High,1.7,53
S-1593,Shanghai,Frankfurt,77,15,84,4273,Critical,6.5,100
S-1594,Dubai,Chicago,86,61,61,3952,Medium,5.2,85
S-1595,Mumbai,Singapore,5,16,73,10205,Medium,1.1,46
S-1596,Mumbai,Tokyo,18,7,21,4731,Medium,4.1,40
S-1597,Toronto,Tokyo,81,2,92,11342,High,7.6,99
S-1598,New York,Tokyo,60,61,21,4094,Critical,4.8,83
S-1599,Toronto,Shanghai,79,65,33,3247,High,7.4,93
S-1600,Toronto,Dubai,29,48,49,2666,Low,0.1,37
S-1601,Chicago,Sydney,53,19,77,2077,Medium,3.8,66
S-1602,Toronto,Mumbai,112,68,64,2425,Low,3.9,79
S-1603,Toronto,Chicago,105,0,99,11617,Critical,4.2,100
S-1604,Mumbai,Toronto,54,29,61,6746,High,4.7,80
S-1605,Sydney,Toronto,12,54,17,4670,Critical,6.1,74
S-1606,Dubai,Rotterdam,76,69,52,4723,Medium,0.0,66
S-1607,Mumbai,Tokyo,66,15,66,617,Critical,5.2,84
S-1608,Rotterdam,New York,46,13,19,7480,High,2.1,52
S-1609,Frankfurt,Tokyo,46,78,35,11651,Critical,6.0,92
S-1610,Chicago,Toronto,61,22,47,9660,Critical,2.0,69
S-1611,Toronto,Rotterdam,99,50,94,2762,Low,6.0,92
S-1612,Sydney,Shanghai,12,27,65,7062,High,6.4,73
S-1613,Sydney,Tokyo,90,6,20,6875,Low,6.4,74
S-1614,Shanghai,Chicago,118,76,55,1944,Low,2.1,75
S-1615,Dubai,Tokyo,4,49,51,10559,High,5.7,73
S-1616,Mumbai,Los Angeles,81,63,56,675,Medium,6.8,93
S-1617,Chicago,Singapore,24,4,100,10322,Medium,4.9,73
S-1618,Mumbai,Frankfurt,30,0,20,1922,High,6.2,52
S-1619,Tokyo,Frankfurt,51,75,25,8982,Low,5.9,66
S-1620,Dubai,Toronto,36,71,74,6203,High,7.7,91
S-1621,Los Angeles,Tokyo,24,58,51,9919,Low,2.1,51
S-1622,Chicago,Dubai,71,9,64,5321,High,7.6,93
S-1623,Chicago,Singapore,112,68,73,4598,Critical,7.7,100
S-1624,New York,Los Angeles,96,43,99,8017,Critical,7.2,100
S-1625,Mumbai,Chicago,14,33,8,6769,Medium,5.4,45
S-1626,Rotterdam,New York,45,66,68,659,High,2.0,60
S-1627,Frankfurt,Sydney,95,43,9,9585,Medium,3.8,70
S-1628,Los Angeles,Tokyo,34,23,95,11692,Medium,4.0,70
S-1629,Los Angeles,Singapore,111,33,26,4255,Medium,6.7,91
S-1630,Toronto,Rotterdam,19,13,15,1785,Critical,4.9,58
S-1631,Chicago,Mumbai,108,61,47,10669,High,3.9,100
S-1632,Toronto,Singapore,62,23,97,8874,High,3.2,88
S-1633,Toronto,Shanghai,6,67,54,8336,Low,4.0,55
S-1634,Tokyo,Shanghai,58,15,89,8990,Critical,2.5,74
S-1635,Mumbai,Sydney,26,48,74,2150,High,2.9,69
S-1636,Singapore,Shanghai,70,33,30,4913,Critical,7.7,88
S-1637,Rotterdam,Shanghai,63,54,26,7366,High,2.9,68
S-1638,Singapore,Chicago,23,73,16,9935,Medium,6.5,73
S-1639,Singapore,Los Angeles,71,55,48,3712,Medium,6.4,85
S-1640,Shanghai,Chicago,103,1,22,7406,Critical,1.1,75
S-1641,Tokyo,Chicago,68,40,100,8472,High,2.0,89
S-1642,Toronto,Mumbai,50,12,88,3176,Low,1.7,49
S-1643,New York,Sydney,12,57,95,5983,High,2.9,71
S-1644,Chicago,Singapore,44,2,52,2486,High,6.9,72
S-1645,Los Angeles,Tokyo,73,68,22,5163,High,2.6,71
S-1646,New York,Chicago,113,10,48,10554,High,3.7,82
S-1647,Shanghai,Sydney,103,43,53,10842,Critical,6.8,100
S-1648,Dubai,Los Angeles,43,29,40,5691,High,5.7,73
S-1649,Tokyo,Frankfurt,34,56,99,6450,Critical,3.3,80
S-1650,Mumbai,Los Angeles,93,30,84,4622,Low,1.7,68
S-1651,Dubai,Shanghai,8,60,70,1381,Low,6.2,62
S-1652,Dubai,Shanghai,33,79,19,1881,Critical,2.5,58
S-1653,Sydney,Singapore,56,80,16,2650,Medium,0.2,51
S-1654,Rotterdam,Frankfurt,110,60,59,9356,High,4.4,95
S-1655,Sydney,Chicago,22,75,76,7980,Critical,4.2,88
S-1656,Chicago,Singapore,116,44,61,9341,Medium,6.4,100
S-1657,Singapore,Frankfurt,52,33,19,5473,Low,0.0,41
S-1658,Shanghai,Frankfurt,36,60,68,636,Critical,7.6,90
S-1659,Singapore,Mumbai,98,55,37,10281,Medium,6.4,94
S-1660,Rotterdam,Los Angeles,52,71,55,6967,Medium,1.3,67
S-1661,Tokyo,Frankfurt,106,48,28,4808,Low,3.4,65
S-1662,Chicago,Tokyo,103,34,36,11124,High,3.3,91
S-1663,Dubai,Los Angeles,17,37,14,10934,Critical,4.9,63
S-1664,Sydney,Toronto,62,24,41,817,Medium,0.4,45
S-1665,Mumbai,Los Angeles,13,36,34,2548,Critical,5.8,61
S-1666,Dubai,Los Angeles,1,63,27,6101,Critical,2.5,60
S-1667,New York,Rotterdam,59,4,42,1814,Medium,0.4,45
S-1668,Frankfurt,Dubai,69,60,23,3648,High,6.5,88
S-1669,Mumbai,Shanghai,98,31,49,7757,Medium,5.9,80
S-1670,Los Angeles,Chicago,94,12,66,11411,Medium,3.8,84
S-1671,Singapore,Frankfurt,20,80,93,1191,Low,2.0,60
S-1672,Singapore,Los Angeles,46,6,85,4068,Low,1.9,49
S-1673,Rotterdam,Mumbai,21,35,74,2460,Critical,6.3,72
S-1674,Mumbai,Tokyo,100,60,88,10268,Medium,3.0,88
S-1675,Los Angeles,Shanghai,63,11,87,10635,High,7.4,100
S-1676,Tokyo,Mumbai,7,45,82,3021,Low,1.0,37
S-1677,Rotterdam,Toronto,100,44,56,3661,Low,5.5,79
S-1678,Sydney,Shanghai,32,5,62,7668,High,4.3,64
S-1679,Los Angeles,Tokyo,23,69,44,5803,Critical,2.2,72
S-1680,Toronto,Chicago,20,8,67,3039,Critical,2.4,53
S-1681,Chicago,Rotterdam,58,0,99,10953,Critical,5.9,100
S-1682,Mumbai,Tokyo,109,46,99,10661,Medium,2.6,89
S-1683,Tokyo,Chicago,104,49,24,9086,Critical,6.1,95
S-1684,Toronto,Singapore,41,52,82,5776,Low,0.8,58
S-1685,Dubai,Mumbai,106,16,22,1012,Medium,0.9,49
S-1686,Dubai,Mumbai,73,49,84,8526,High,0.4,72
S-1687,Toronto,Dubai,1,26,83,8551,Low,3.7,55
S-1688,Mumbai,Frankfurt,71,53,47,1455,High,4.2,79
S-1689,Dubai,Rotterdam,9,27,66,2091,Low,5.8,53
S-1690,Frankfurt,Los Angeles,24,67,84,4575,Medium,4.5,73
S-1691,Frankfurt,Dubai,98,73,45,11550,Critical,5.6,100
S-1692,Dubai,Los Angeles,101,23,70,7079,High,5.3,95
S-1693,Toronto,New York,119,45,40,9512,High,6.8,100
S-1694,Tokyo,Frankfurt,105,41,77,4443,Medium,3.0,84
S-1695,Sydney,Singapore,46,57,57,7005,Low,5.8,69
S-1696,Toronto,Mumbai,66,17,38,607,High,7.9,74
S-1697,Rotterdam,Mumbai,98,35,70,8876,Medium,0.8,73
S-1698,Rotterdam,Shanghai,17,33,46,10038,Medium,1.9,53
S-1699,Singapore,Dubai,73,51,72,4062,Low,5.8,85
S-1700,New York,Shanghai,62,73,12,10252,High,0.3,66
S-1701,Toronto,Frankfurt,10,7,98,5978,High,7.0,75
S-1702,Frankfurt,Dubai,111,29,95,11195,Low,5.1,100
S-1703,Frankfurt,Mumbai,39,67,5,5731,Medium,2.6,54
S-1704,Los Angeles,Shanghai,6,50,57,10250,Low,1.8,43
S-1705,Frankfurt,Shanghai,16,43,10,8296,Low,4.4,41
S-1706,Dubai,New York,64,55,99,11933,Medium,6.1,99
S-1707,Chicago,Los Angeles,62,50,83,9860,Medium,4.5,89
S-1708,Chicago,Los Angeles,31,9,34,7546,High,5.5,65
S-1709,Dubai,Shanghai,85,52,54,6484,High,1.5,73
S-1710,Toronto,Sydney,3,39,21,6229,Critical,5.0,60
S-1711,Mumbai,Singapore,25,47,19,1905,Low,5.9,46
S-1712,Toronto,Shanghai,111,36,1,6124,Low,2.4,59
S-1713,Mumbai,Frankfurt,26,68,27,3839,High,4.4,65
S-1714,Sydney,Shanghai,88,2,48,10051,Low,2.0,52
S-1715,Singapore,Los Angeles,101,79,34,1369,Critical,5.2,89
S-1716,Dubai,New York,84,34,84,11315,High,6.9,98
S-1717,Singapore,Sydney,49,29,48,8831,Low,7.2,73
S-1718,Toronto,Chicago,11,23,25,8702,Critical,4.5,64
S-1719,Mumbai,Dubai,31,67,39,5965,Critical,3.1,65
S-1720,Mumbai,Frankfurt,87,45,45,10743,High,1.9,79
S-1721,Singapore,Mumbai,80,32,49,982,High,1.8,62
S-1722,Frankfurt,Sydney,17,11,93,6762,Medium,3.3,60
S-1723,Shanghai,New York,39,77,42,7859,Medium,1.7,55
S-1724,Toronto,Chicago,87,25,17,5562,Medium,3.4,69
S-1725,Shanghai,Sydney,119,72,20,5701,Low,4.5,85
S-1726,Dubai,Los Angeles,40,18,93,983,High,7.0,80
S-1727,Frankfurt,Singapore,56,35,19,3579,Low,1.1,32
S-1728,Toronto,Tokyo,34,77,72,10532,Medium,4.8,77
S-1729,Tokyo,Mumbai,45,10,88,8308,Medium,4.0,71
S-1730,New York,Sydney,47,23,49,8551,Critical,1.1,59
S-1731,Los Angeles,Mumbai,52,1,34,7267,Medium,5.9,59
S-1732,Los Angeles,Dubai,22,56,78,8527,High,6.9,94
S-1733,Los Angeles,New York,51,5,77,6732,High,3.2,73
S-1734,Toronto,Tokyo,68,67,82,1130,Low,3.6,78
S-1735,Mumbai,Singapore,66,68,50,1143,Critical,4.1,86
S-1736,Mumbai,Singapore,37,56,50,5489,High,3.7,68
S-1737,Singapore,Tokyo,117,6,88,8970,Medium,3.7,93
S-1738,New York,Dubai,92,64,14,3445,Medium,3.1,65
S-1739,New York,Mumbai,22,58,75,3808,Critical,0.7,61
S-1740,Sydney,Tokyo,116,20,91,2524,Low,0.9,70
S-1741,Tokyo,Rotterdam,10,67,90,6792,Medium,3.0,64
S-1742,Mumbai,Los Angeles,116,42,72,11305,Medium,1.3,80
S-1743,Shanghai,Mumbai,53,39,39,7811,High,5.0,69
S-1744,Shanghai,Singapore,0,79,97,4646,Low,3.7,68
S-1745,New York,Toronto,103,0,77,8584,Medium,1.7,76
S-1746,New York,Chicago,52,56,10,10350,Low,2.0,51
S-1747,Singapore,Tokyo,80,71,26,1301,Medium,1.2,61
S-1748,Rotterdam,Mumbai,18,4,85,9971,High,2.6,55
S-1749,Mumbai,Shanghai,53,22,20,11511,High,4.9,74
S-1750,Sydney,Toronto,73,71,22,7960,High,7.5,87
S-1751,Singapore,Frankfurt,47,48,8,7501,Low,2.3,40
S-1752,Dubai,Rotterdam,42,67,52,9095,Medium,5.6,80
S-1753,Mumbai,Shanghai,73,80,67,1936,Critical,5.8,100
S-1754,Sydney,Singapore,54,77,40,4754,High,7.4,91
S-1755,Toronto,New York,66,80,63,8569,Medium,7.1,92
S-1756,Sydney,Singapore,24,0,15,892,Critical,5.0,45
S-1757,Sydney,Los Angeles,102,78,53,7283,Low,2.7,81
S-1758,Tokyo,Los Angeles,1,25,88,5114,High,6.3,68
S-1759,Singapore,Toronto,70,41,98,600,Low,5.5,77
S-1760,Frankfurt,Tokyo,78,3,22,3678,High,6.7,80
S-1761,Tokyo,New York,117,60,4,11078,Medium,3.9,85
S-1762,New York,Toronto,114,42,59,7282,Low,6.7,91
S-1763,Toronto,Sydney,40,71,68,806,Medium,4.6,68
S-1764,Rotterdam,Dubai,19,35,3,6056,Critical,5.0,65
S-1765,Shanghai,Tokyo,77,49,23,10251,Low,6.9,84
S-1766,Singapore,Frankfurt,90,4,34,7280,Low,4.0,58
S-1767,Rotterdam,Chicago,106,38,27,9103,High,1.4,72
S-1768,Mumbai,Singapore,116,11,56,8790,Low,6.4,95
S-1769,Chicago,Shanghai,24,43,61,9079,High,6.2,73
S-1770,Dubai,Toronto,86,16,26,1098,Critical,3.1,74
S-1771,Chicago,Dubai,0,39,5,11756,Low,2.7,41
S-1772,Mumbai,Shanghai,66,39,2,9962,High,5.1,68
S-1773,Rotterdam,Los Angeles,24,36,35,9220,High,6.2,74
S-1774,Dubai,Rotterdam,19,20,35,2375,Low,7.7,55
S-1775,Chicago,Dubai,26,69,44,9500,High,2.2,68
S-1776,Singapore,Tokyo,31,21,9,5601,High,4.3,45
S-1777,Shanghai,Mumbai,60,6,13,6784,Low,0.7,34
S-1778,Shanghai,Tokyo,114,75,80,11807,Critical,4.9,100
S-1779,Rotterdam,Los Angeles,91,68,10,8129,Medium,0.7,67
S-1780,Sydney,New York,12,58,39,11714,Critical,3.8,67
S-1781,Shanghai,Tokyo,33,46,50,3504,High,6.3,81
S-1782,Rotterdam,Chicago,62,3,8,8287,Low,2.8,43
S-1783,Shanghai,Rotterdam,98,44,77,9915,Medium,4.1,90
S-1784,Sydney,Dubai,41,71,83,1662,High,4.3,79
S-1785,Toronto,Frankfurt,30,79,31,9477,Medium,7.8,80
S-1786,Dubai,Frankfurt,26,75,55,7632,High,4.4,71
S-1787,Shanghai,Sydney,85,9,94,9907,Critical,0.9,86
S-1788,New York,Rotterdam,71,12,56,3386,High,7.6,79
S-1789,Toronto,Dubai,87,76,98,6708,High,4.0,100
S-1790,Mumbai,Shanghai,27,17,74,10922,Low,6.1,71
S-1791,Shanghai,Chicago,68,37,49,10585,Critical,1.6,80
S-1792,Rotterdam,Singapore,72,38,55,6140,Low,4.7,72
S-1793,Chicago,Frankfurt,108,16,37,1522,High,7.2,82
S-1794,Mumbai,Toronto,105,45,14,5123,Low,1.9,63
S-1795,Toronto,Frankfurt,80,40,91,6771,Critical,3.1,94
S-1796,Los Angeles,Sydney,22,60,17,3583,Critical,6.7,71
S-1797,Frankfurt,Shanghai,36,16,17,690,Low,5.2,37
S-1798,Sydney,New York,84,55,17,1887,Medium,5.1,69
S-1799,New York,Tokyo,119,54,79,3445,Critical,4.1,100
S-1800,New York,Frankfurt,45,28,23,7459,Low,4.6,59
S-1801,Sydney,Los Angeles,91,64,34,7231,High,0.3,64
S-1802,Toronto,New York,90,47,14,10007,Critical,7.7,94
S-1803,Shanghai,Toronto,109,35,59,8969,Low,4.2,85
S-1804,Dubai,Singapore,60,80,94,11374,Low,5.5,94
S-1805,Toronto,Singapore,78,6,43,9265,Low,3.8,63
S-1806,New York,Tokyo,93,42,53,6282,High,2.3,72
S-1807,Sydney,Toronto,95,38,93,9735,High,0.5,85
S-1808,Toronto,Shanghai,73,6,84,5280,Low,2.3,55
S-1809,Shanghai,Toronto,9,35,32,2671,High,2.2,40
S-1810,Mumbai,Shanghai,77,22,75,2976,Critical,3.0,76
